Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 9030ms | tok/sec: 29,028 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.173816 | lrm: 1.00 | dt: 471ms | tok/sec: 556,592 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.950383 | lrm: 1.00 | dt: 475ms | tok/sec: 551,828 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.766340 | lrm: 1.00 | dt: 472ms | tok/sec: 555,825 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.380421 | lrm: 1.00 | dt: 471ms | tok/sec: 556,083 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.044750 | lrm: 1.00 | dt: 473ms | tok/sec: 553,917 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.762129 | lrm: 1.00 | dt: 475ms | tok/sec: 552,426 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.521351 | lrm: 1.00 | dt: 474ms | tok/sec: 553,572 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.305838 | lrm: 1.00 | dt: 476ms | tok/sec: 550,865 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.113843 | lrm: 1.00 | dt: 475ms | tok/sec: 552,107 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.948126 | lrm: 1.00 | dt: 476ms | tok/sec: 551,195 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.797529 | lrm: 1.00 | dt: 476ms | tok/sec: 550,780 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00012 (0.2%) | loss: 6.657292 | lrm: 1.00 | dt: 476ms | tok/sec: 550,941 | mfu: 13.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.541555 | lrm: 1.00 | dt: 476ms | tok/sec: 550,940 | mfu: 13.3% | epoch: 1 | remaining: 299s    
step 00316 (48.9%) | loss: 3.345845 | lrm: 1.00 | dt: 482ms | tok/sec: 544,122 | mfu: 13.1% | epoch: 1 | remaining: 153s    
step 00317 (49.1%) | loss: 3.346549 | lrm: 1.00 | dt: 479ms | tok/sec: 546,983 | mfu: 13.2% | epoch: 1 | remaining: 152s    
step 00318 (49.2%) | loss: 3.348691 | lrm: 1.00 | dt: 484ms | tok/sec: 542,103 | mfu: 13.1% | epoch: 1 | remaining: 152s    
step 00319 (49.4%) | loss: 3.345915 | lrm: 1.00 | dt: 480ms | tok/sec: 545,989 | mfu: 13.2% | epoch: 1 | remaining: 151s    
step 00320 (49.5%) | loss: 3.340538 | lrm: 1.00 | dt: 482ms | tok/sec: 544,302 | mfu: 13.2% | epoch: 1 | remaining: 151s    
step 00321 (49.7%) | loss: 3.338198 | lrm: 1.00 | dt: 480ms | tok/sec: 546,149 | mfu: 13.2% | epoch: 1 | remaining: 150s    
step 00322 (49.9%) | loss: 3.340488 | lrm: 1.00 | dt: 481ms | tok/sec: 544,710 | mfu: 13.2% | epoch: 1 | remaining: 150s    
step 00323 (50.0%) | loss: 3.336635 | lrm: 1.00 | dt: 483ms | tok/sec: 542,540 | mfu: 13.1% | epoch: 1 | remaining: 149s    
step 00324 (50.2%) | loss: 3.337499 | lrm: 1.00 | dt: 481ms | tok/sec: 545,559 | mfu: 13.2% | epoch: 1 | remaining: 149s    
step 00325 (50.3%) | loss: 3.338866 | lrm: 0.99 | dt: 480ms | tok/sec: 546,148 | mfu: 13.2% | epoch: 1 | remaining: 149s    
step 00326 (50.5%) | loss: 3.340092 | lrm: 0.99 | dt: 484ms | tok/sec: 541,811 | mfu: 13.1% | epoch: 1 | remaining: 148s    
step 00327 (50.7%) | loss: 3.332716 | lrm: 0.99 | dt: 480ms | tok/sec: 545,930 | mfu: 13.2% | epoch: 1 | remaining: 148s    
step 00328 (50.8%) | loss: 3.332925 | lrm: 0.98 | dt: 481ms | tok/sec: 545,146 | mfu: 13.2% | epoch: 1 | remaining: 147s    
step 00329 (51.0%) | loss: 3.332376 | lrm: 0.98 | dt: 482ms | tok/sec: 543,690 | mfu: 13.1% | epoch: 1 | remaining: 147s    
step 00330 (51.1%) | loss: 3.329914 | lrm: 0.98 | dt: 481ms | tok/sec: 544,964 | mfu: 13.2% | epoch: 1 | remaining: 146s    
step 00331 (51.3%) | loss: 3.324187 | lrm: 0.97 | dt: 482ms | tok/sec: 543,763 | mfu: 13.1% | epoch: 1 | remaining: 146s    
step 00332 (51.5%) | loss: 3.319022 | lrm: 0.97 | dt: 478ms | tok/sec: 548,406 | mfu: 13.3% | epoch: 1 | remaining: 145s    
step 00333 (51.6%) | loss: 3.317793 | lrm: 0.97 | dt: 485ms | tok/sec: 540,269 | mfu: 13.1% | epoch: 1 | remaining: 145s    
step 00334 (51.8%) | loss: 3.316592 | lrm: 0.96 | dt: 479ms | tok/sec: 546,948 | mfu: 13.2% | epoch: 1 | remaining: 144s    
step 00335 (51.9%) | loss: 3.318774 | lrm: 0.96 | dt: 482ms | tok/sec: 543,488 | mfu: 13.1% | epoch: 1 | remaining: 144s    
step 00336 (52.1%) | loss: 3.316598 | lrm: 0.96 | dt: 480ms | tok/sec: 546,454 | mfu: 13.2% | epoch: 1 | remaining: 143s    
step 00337 (52.3%) | loss: 3.315904 | lrm: 0.95 | dt: 482ms | tok/sec: 543,814 | mfu: 13.1% | epoch: 1 | remaining: 143s    
step 00338 (52.4%) | loss: 3.318437 | lrm: 0.95 | dt: 481ms | tok/sec: 545,435 | mfu: 13.2% | epoch: 1 | remaining: 142s    
step 00339 (52.6%) | loss: 3.322977 | lrm: 0.95 | dt: 480ms | tok/sec: 546,536 | mfu: 13.2% | epoch: 1 | remaining: 142s    
step 00340 (52.7%) | loss: 3.319225 | lrm: 0.95 | dt: 481ms | tok/sec: 544,614 | mfu: 13.2% | epoch: 1 | remaining: 141s    
step 00341 (52.9%) | loss: 3.321961 | lrm: 0.94 | dt: 481ms | tok/sec: 544,527 | mfu: 13.2% | epoch: 1 | remaining: 141s    
step 00342 (53.1%) | loss: 3.321850 | lrm: 0.94 | dt: 480ms | tok/sec: 546,420 | mfu: 13.2% | epoch: 1 | remaining: 140s    
step 00343 (53.2%) | loss: 3.315136 | lrm: 0.94 | dt: 480ms | tok/sec: 546,633 | mfu: 13.2% | epoch: 1 | remaining: 140s    
step 00344 (53.4%) | loss: 3.312030 | lrm: 0.93 | dt: 483ms | tok/sec: 543,011 | mfu: 13.1% | epoch: 1 | remaining: 139s    
step 00345 (53.5%) | loss: 3.315256 | lrm: 0.93 | dt: 480ms | tok/sec: 545,852 | mfu: 13.2% | epoch: 1 | remaining: 139s    
step 00346 (53.7%) | loss: 3.315037 | lrm: 0.93 | dt: 482ms | tok/sec: 544,392 | mfu: 13.2% | epoch: 1 | remaining: 138s    
step 00347 (53.9%) | loss: 3.313796 | lrm: 0.92 | dt: 480ms | tok/sec: 546,575 | mfu: 13.2% | epoch: 1 | remaining: 138s    
step 00348 (54.0%) | loss: 3.315532 | lrm: 0.92 | dt: 481ms | tok/sec: 545,008 | mfu: 13.2% | epoch: 1 | remaining: 137s    
step 00349 (54.2%) | loss: 3.316434 | lrm: 0.92 | dt: 480ms | tok/sec: 545,839 | mfu: 13.2% | epoch: 1 | remaining: 137s    
step 00350 (54.3%) | loss: 3.315250 | lrm: 0.91 | dt: 483ms | tok/sec: 542,721 | mfu: 13.1% | epoch: 1 | remaining: 136s    
step 00351 (54.5%) | loss: 3.303874 | lrm: 0.91 | dt: 481ms | tok/sec: 544,999 | mfu: 13.2% | epoch: 1 | remaining: 136s    
step 00352 (54.7%) | loss: 3.301866 | lrm: 0.91 | dt: 481ms | tok/sec: 545,248 | mfu: 13.2% | epoch: 1 | remaining: 136s    
step 00353 (54.8%) | loss: 3.303937 | lrm: 0.90 | dt: 480ms | tok/sec: 546,589 | mfu: 13.2% | epoch: 1 | remaining: 135s    
step 00354 (55.0%) | loss: 3.302082 | lrm: 0.90 | dt: 483ms | tok/sec: 542,952 | mfu: 13.1% | epoch: 1 | remaining: 135s    
step 00355 (55.1%) | loss: 3.292243 | lrm: 0.90 | dt: 481ms | tok/sec: 545,187 | mfu: 13.2% | epoch: 1 | remaining: 134s    
step 00356 (55.3%) | loss: 3.291448 | lrm: 0.89 | dt: 483ms | tok/sec: 543,197 | mfu: 13.1% | epoch: 1 | remaining: 134s    
step 00357 (55.5%) | loss: 3.294488 | lrm: 0.89 | dt: 480ms | tok/sec: 546,216 | mfu: 13.2% | epoch: 1 | remaining: 133s    
step 00358 (55.6%) | loss: 3.293205 | lrm: 0.89 | dt: 480ms | tok/sec: 546,355 | mfu: 13.2% | epoch: 1 | remaining: 133s    
step 00359 (55.8%) | loss: 3.289032 | lrm: 0.88 | dt: 481ms | tok/sec: 544,759 | mfu: 13.2% | epoch: 1 | remaining: 132s    
step 00360 (55.9%) | loss: 3.281126 | lrm: 0.88 | dt: 481ms | tok/sec: 545,083 | mfu: 13.2% | epoch: 1 | remaining: 132s    
step 00361 (56.1%) | loss: 3.274704 | lrm: 0.88 | dt: 483ms | tok/sec: 542,410 | mfu: 13.1% | epoch: 1 | remaining: 131s    
step 00362 (56.3%) | loss: 3.274781 | lrm: 0.87 | dt: 481ms | tok/sec: 544,852 | mfu: 13.2% | epoch: 1 | remaining: 131s    
step 00363 (56.4%) | loss: 3.275743 | lrm: 0.87 | dt: 480ms | tok/sec: 545,815 | mfu: 13.2% | epoch: 1 | remaining: 130s    
step 00364 (56.6%) | loss: 3.272762 | lrm: 0.87 | dt: 479ms | tok/sec: 547,184 | mfu: 13.2% | epoch: 1 | remaining: 130s    
step 00365 (56.7%) | loss: 3.272465 | lrm: 0.87 | dt: 483ms | tok/sec: 542,584 | mfu: 13.1% | epoch: 1 | remaining: 129s    
step 00366 (56.9%) | loss: 3.266794 | lrm: 0.86 | dt: 481ms | tok/sec: 544,931 | mfu: 13.2% | epoch: 1 | remaining: 129s    
step 00367 (57.1%) | loss: 3.263365 | lrm: 0.86 | dt: 482ms | tok/sec: 543,664 | mfu: 13.1% | epoch: 1 | remaining: 128s    
step 00368 (57.2%) | loss: 3.257075 | lrm: 0.86 | dt: 480ms | tok/sec: 545,617 | mfu: 13.2% | epoch: 1 | remaining: 128s    
step 00369 (57.4%) | loss: 3.252516 | lrm: 0.85 | dt: 480ms | tok/sec: 546,243 | mfu: 13.2% | epoch: 1 | remaining: 127s    
step 00370 (57.6%) | loss: 3.258644 | lrm: 0.85 | dt: 481ms | tok/sec: 544,498 | mfu: 13.2% | epoch: 1 | remaining: 127s    
step 00371 (57.7%) | loss: 3.256522 | lrm: 0.85 | dt: 480ms | tok/sec: 546,024 | mfu: 13.2% | epoch: 1 | remaining: 126s    
step 00372 (57.9%) | loss: 3.254144 | lrm: 0.84 | dt: 481ms | tok/sec: 544,726 | mfu: 13.2% | epoch: 1 | remaining: 126s    
step 00373 (58.0%) | loss: 3.254099 | lrm: 0.84 | dt: 479ms | tok/sec: 547,351 | mfu: 13.2% | epoch: 1 | remaining: 125s    
step 00374 (58.2%) | loss: 3.246306 | lrm: 0.84 | dt: 482ms | tok/sec: 543,346 | mfu: 13.1% | epoch: 1 | remaining: 125s    
step 00375 (58.4%) | loss: 3.239407 | lrm: 0.83 | dt: 481ms | tok/sec: 545,425 | mfu: 13.2% | epoch: 1 | remaining: 124s    
step 00376 (58.5%) | loss: 3.234786 | lrm: 0.83 | dt: 483ms | tok/sec: 542,567 | mfu: 13.1% | epoch: 1 | remaining: 124s    
step 00377 (58.7%) | loss: 3.229104 | lrm: 0.83 | dt: 482ms | tok/sec: 543,977 | mfu: 13.1% | epoch: 1 | remaining: 123s    
step 00378 (58.8%) | loss: 3.233432 | lrm: 0.82 | dt: 480ms | tok/sec: 546,132 | mfu: 13.2% | epoch: 1 | remaining: 123s    
step 00379 (59.0%) | loss: 3.234753 | lrm: 0.82 | dt: 480ms | tok/sec: 545,691 | mfu: 13.2% | epoch: 1 | remaining: 123s    
step 00380 (59.2%) | loss: 3.234174 | lrm: 0.82 | dt: 482ms | tok/sec: 543,429 | mfu: 13.1% | epoch: 1 | remaining: 122s    
step 00381 (59.3%) | loss: 3.235927 | lrm: 0.81 | dt: 482ms | tok/sec: 543,365 | mfu: 13.1% | epoch: 1 | remaining: 122s    
step 00382 (59.5%) | loss: 3.236358 | lrm: 0.81 | dt: 480ms | tok/sec: 545,622 | mfu: 13.2% | epoch: 1 | remaining: 121s    
step 00383 (59.6%) | loss: 3.234269 | lrm: 0.81 | dt: 479ms | tok/sec: 547,283 | mfu: 13.2% | epoch: 1 | remaining: 121s    
step 00384 (59.8%) | loss: 3.238777 | lrm: 0.80 | dt: 482ms | tok/sec: 544,182 | mfu: 13.1% | epoch: 1 | remaining: 120s    
step 00385 (60.0%) | loss: 3.240254 | lrm: 0.80 | dt: 480ms | tok/sec: 545,751 | mfu: 13.2% | epoch: 1 | remaining: 120s    
step 00386 (60.1%) | loss: 3.238602 | lrm: 0.80 | dt: 482ms | tok/sec: 543,849 | mfu: 13.1% | epoch: 1 | remaining: 119s    
step 00387 (60.3%) | loss: 3.242344 | lrm: 0.79 | dt: 479ms | tok/sec: 547,448 | mfu: 13.2% | epoch: 1 | remaining: 119s    
step 00388 (60.4%) | loss: 3.239081 | lrm: 0.79 | dt: 482ms | tok/sec: 543,425 | mfu: 13.1% | epoch: 1 | remaining: 118s    
step 00389 (60.6%) | loss: 3.244290 | lrm: 0.79 | dt: 481ms | tok/sec: 544,834 | mfu: 13.2% | epoch: 1 | remaining: 118s    
step 00390 (60.8%) | loss: 3.240057 | lrm: 0.78 | dt: 481ms | tok/sec: 545,125 | mfu: 13.2% | epoch: 1 | remaining: 117s    
step 00391 (60.9%) | loss: 3.241746 | lrm: 0.78 | dt: 480ms | tok/sec: 546,223 | mfu: 13.2% | epoch: 1 | remaining: 117s    
step 00392 (61.1%) | loss: 3.235617 | lrm: 0.78 | dt: 479ms | tok/sec: 546,946 | mfu: 13.2% | epoch: 1 | remaining: 116s    
step 00393 (61.2%) | loss: 3.234058 | lrm: 0.78 | dt: 481ms | tok/sec: 544,466 | mfu: 13.2% | epoch: 1 | remaining: 116s    
step 00394 (61.4%) | loss: 3.234829 | lrm: 0.77 | dt: 481ms | tok/sec: 544,556 | mfu: 13.2% | epoch: 1 | remaining: 115s    
step 00395 (61.6%) | loss: 3.234000 | lrm: 0.77 | dt: 480ms | tok/sec: 546,230 | mfu: 13.2% | epoch: 1 | remaining: 115s    
step 00396 (61.7%) | loss: 3.239749 | lrm: 0.77 | dt: 481ms | tok/sec: 544,662 | mfu: 13.2% | epoch: 1 | remaining: 114s    
step 00397 (61.9%) | loss: 3.223684 | lrm: 0.76 | dt: 481ms | tok/sec: 544,675 | mfu: 13.2% | epoch: 1 | remaining: 114s    
step 00398 (62.0%) | loss: 3.224233 | lrm: 0.76 | dt: 482ms | tok/sec: 543,432 | mfu: 13.1% | epoch: 1 | remaining: 113s    
step 00399 (62.2%) | loss: 3.220357 | lrm: 0.76 | dt: 480ms | tok/sec: 546,158 | mfu: 13.2% | epoch: 1 | remaining: 113s    
step 00400 (62.4%) | loss: 3.217554 | lrm: 0.75 | dt: 479ms | tok/sec: 547,124 | mfu: 13.2% | epoch: 1 | remaining: 112s    
step 00401 (62.5%) | loss: 3.217137 | lrm: 0.75 | dt: 482ms | tok/sec: 543,935 | mfu: 13.1% | epoch: 1 | remaining: 112s    
step 00402 (62.7%) | loss: 3.220268 | lrm: 0.75 | dt: 482ms | tok/sec: 544,092 | mfu: 13.1% | epoch: 1 | remaining: 111s    
step 00403 (62.8%) | loss: 3.222189 | lrm: 0.74 | dt: 480ms | tok/sec: 545,765 | mfu: 13.2% | epoch: 1 | remaining: 111s    
step 00404 (63.0%) | loss: 3.217625 | lrm: 0.74 | dt: 480ms | tok/sec: 546,235 | mfu: 13.2% | epoch: 1 | remaining: 111s    
step 00405 (63.2%) | loss: 3.221600 | lrm: 0.74 | dt: 480ms | tok/sec: 546,470 | mfu: 13.2% | epoch: 1 | remaining: 110s    
step 00406 (63.3%) | loss: 3.219182 | lrm: 0.73 | dt: 483ms | tok/sec: 543,069 | mfu: 13.1% | epoch: 1 | remaining: 110s    
step 00407 (63.5%) | loss: 3.216576 | lrm: 0.73 | dt: 481ms | tok/sec: 544,810 | mfu: 13.2% | epoch: 1 | remaining: 109s    
step 00408 (63.6%) | loss: 3.210812 | lrm: 0.73 | dt: 480ms | tok/sec: 546,193 | mfu: 13.2% | epoch: 1 | remaining: 109s    
step 00409 (63.8%) | loss: 3.212025 | lrm: 0.72 | dt: 479ms | tok/sec: 546,747 | mfu: 13.2% | epoch: 1 | remaining: 108s    
step 00410 (64.0%) | loss: 3.212050 | lrm: 0.72 | dt: 481ms | tok/sec: 544,649 | mfu: 13.2% | epoch: 1 | remaining: 108s    
step 00411 (64.1%) | loss: 3.202824 | lrm: 0.72 | dt: 484ms | tok/sec: 541,890 | mfu: 13.1% | epoch: 1 | remaining: 107s    
step 00412 (64.3%) | loss: 3.206299 | lrm: 0.71 | dt: 480ms | tok/sec: 545,748 | mfu: 13.2% | epoch: 1 | remaining: 107s    
step 00413 (64.4%) | loss: 3.205020 | lrm: 0.71 | dt: 479ms | tok/sec: 546,996 | mfu: 13.2% | epoch: 1 | remaining: 106s    
step 00414 (64.6%) | loss: 3.203472 | lrm: 0.71 | dt: 479ms | tok/sec: 547,029 | mfu: 13.2% | epoch: 1 | remaining: 106s    
step 00415 (64.8%) | loss: 3.198077 | lrm: 0.70 | dt: 481ms | tok/sec: 544,670 | mfu: 13.2% | epoch: 1 | remaining: 105s    
step 00416 (64.9%) | loss: 3.199590 | lrm: 0.70 | dt: 482ms | tok/sec: 543,416 | mfu: 13.1% | epoch: 1 | remaining: 105s    
step 00417 (65.1%) | loss: 3.197429 | lrm: 0.70 | dt: 482ms | tok/sec: 543,813 | mfu: 13.1% | epoch: 1 | remaining: 104s    
step 00418 (65.2%) | loss: 3.199008 | lrm: 0.70 | dt: 479ms | tok/sec: 546,980 | mfu: 13.2% | epoch: 1 | remaining: 104s    
step 00419 (65.4%) | loss: 3.199372 | lrm: 0.69 | dt: 481ms | tok/sec: 544,808 | mfu: 13.2% | epoch: 1 | remaining: 103s    
step 00420 (65.6%) | loss: 3.197703 | lrm: 0.69 | dt: 481ms | tok/sec: 544,637 | mfu: 13.2% | epoch: 1 | remaining: 103s    
step 00421 (65.7%) | loss: 3.187163 | lrm: 0.69 | dt: 481ms | tok/sec: 544,575 | mfu: 13.2% | epoch: 1 | remaining: 102s    
step 00422 (65.9%) | loss: 3.182928 | lrm: 0.68 | dt: 482ms | tok/sec: 543,352 | mfu: 13.1% | epoch: 1 | remaining: 102s    
step 00423 (66.0%) | loss: 3.188645 | lrm: 0.68 | dt: 481ms | tok/sec: 545,469 | mfu: 13.2% | epoch: 1 | remaining: 101s    
step 00424 (66.2%) | loss: 3.188738 | lrm: 0.68 | dt: 479ms | tok/sec: 546,962 | mfu: 13.2% | epoch: 1 | remaining: 101s    
step 00425 (66.4%) | loss: 3.182970 | lrm: 0.67 | dt: 480ms | tok/sec: 546,021 | mfu: 13.2% | epoch: 1 | remaining: 100s    
step 00426 (66.5%) | loss: 3.182456 | lrm: 0.67 | dt: 483ms | tok/sec: 543,107 | mfu: 13.1% | epoch: 1 | remaining: 100s    
step 00427 (66.7%) | loss: 3.175964 | lrm: 0.67 | dt: 481ms | tok/sec: 545,045 | mfu: 13.2% | epoch: 1 | remaining: 99s    
step 00428 (66.8%) | loss: 3.176549 | lrm: 0.66 | dt: 480ms | tok/sec: 545,653 | mfu: 13.2% | epoch: 1 | remaining: 99s    
step 00429 (67.0%) | loss: 3.174041 | lrm: 0.66 | dt: 480ms | tok/sec: 546,422 | mfu: 13.2% | epoch: 1 | remaining: 98s    
step 00430 (67.2%) | loss: 3.177599 | lrm: 0.66 | dt: 480ms | tok/sec: 546,412 | mfu: 13.2% | epoch: 1 | remaining: 98s    
step 00431 (67.3%) | loss: 3.176443 | lrm: 0.65 | dt: 482ms | tok/sec: 543,983 | mfu: 13.1% | epoch: 1 | remaining: 98s    
step 00432 (67.5%) | loss: 3.169961 | lrm: 0.65 | dt: 482ms | tok/sec: 544,181 | mfu: 13.1% | epoch: 1 | remaining: 97s    
step 00433 (67.7%) | loss: 3.171684 | lrm: 0.65 | dt: 482ms | tok/sec: 543,820 | mfu: 13.1% | epoch: 1 | remaining: 97s    
step 00434 (67.8%) | loss: 3.174757 | lrm: 0.64 | dt: 479ms | tok/sec: 547,617 | mfu: 13.2% | epoch: 1 | remaining: 96s    
step 00435 (68.0%) | loss: 3.181352 | lrm: 0.64 | dt: 480ms | tok/sec: 546,701 | mfu: 13.2% | epoch: 1 | remaining: 96s    
step 00436 (68.1%) | loss: 3.173832 | lrm: 0.64 | dt: 482ms | tok/sec: 544,246 | mfu: 13.1% | epoch: 1 | remaining: 95s    
step 00437 (68.3%) | loss: 3.174456 | lrm: 0.63 | dt: 485ms | tok/sec: 540,937 | mfu: 13.1% | epoch: 1 | remaining: 95s    
step 00438 (68.5%) | loss: 3.168485 | lrm: 0.63 | dt: 480ms | tok/sec: 546,089 | mfu: 13.2% | epoch: 1 | remaining: 94s    
step 00439 (68.6%) | loss: 3.169482 | lrm: 0.63 | dt: 480ms | tok/sec: 546,404 | mfu: 13.2% | epoch: 1 | remaining: 94s    
step 00440 (68.8%) | loss: 3.169613 | lrm: 0.62 | dt: 479ms | tok/sec: 547,104 | mfu: 13.2% | epoch: 1 | remaining: 93s    
step 00441 (68.9%) | loss: 3.177611 | lrm: 0.62 | dt: 483ms | tok/sec: 542,534 | mfu: 13.1% | epoch: 1 | remaining: 93s    
step 00442 (69.1%) | loss: 3.179632 | lrm: 0.62 | dt: 482ms | tok/sec: 544,184 | mfu: 13.1% | epoch: 1 | remaining: 92s    
step 00443 (69.3%) | loss: 3.169256 | lrm: 0.61 | dt: 480ms | tok/sec: 545,742 | mfu: 13.2% | epoch: 1 | remaining: 92s    
step 00444 (69.4%) | loss: 3.156887 | lrm: 0.61 | dt: 480ms | tok/sec: 545,572 | mfu: 13.2% | epoch: 1 | remaining: 91s    
step 00445 (69.6%) | loss: 3.151076 | lrm: 0.61 | dt: 481ms | tok/sec: 545,376 | mfu: 13.2% | epoch: 1 | remaining: 91s    
step 00446 (69.7%) | loss: 3.152800 | lrm: 0.61 | dt: 483ms | tok/sec: 542,354 | mfu: 13.1% | epoch: 1 | remaining: 90s    
step 00447 (69.9%) | loss: 3.150889 | lrm: 0.60 | dt: 480ms | tok/sec: 546,281 | mfu: 13.2% | epoch: 1 | remaining: 90s    
step 00448 (70.1%) | loss: 3.151548 | lrm: 0.60 | dt: 482ms | tok/sec: 543,925 | mfu: 13.1% | epoch: 1 | remaining: 89s    
step 00449 (70.2%) | loss: 3.148900 | lrm: 0.60 | dt: 479ms | tok/sec: 547,518 | mfu: 13.2% | epoch: 1 | remaining: 89s    
step 00450 (70.4%) | loss: 3.146591 | lrm: 0.59 | dt: 481ms | tok/sec: 544,812 | mfu: 13.2% | epoch: 1 | remaining: 88s    
step 00451 (70.5%) | loss: 3.143845 | lrm: 0.59 | dt: 480ms | tok/sec: 545,929 | mfu: 13.2% | epoch: 1 | remaining: 88s    
step 00452 (70.7%) | loss: 3.145834 | lrm: 0.59 | dt: 482ms | tok/sec: 544,267 | mfu: 13.2% | epoch: 1 | remaining: 87s    
step 00453 (70.9%) | loss: 3.155364 | lrm: 0.58 | dt: 479ms | tok/sec: 547,809 | mfu: 13.2% | epoch: 1 | remaining: 87s    
step 00454 (71.0%) | loss: 3.154313 | lrm: 0.58 | dt: 482ms | tok/sec: 544,319 | mfu: 13.2% | epoch: 1 | remaining: 86s    
step 00455 (71.2%) | loss: 3.154713 | lrm: 0.58 | dt: 482ms | tok/sec: 544,280 | mfu: 13.2% | epoch: 1 | remaining: 86s    
step 00456 (71.3%) | loss: 3.158914 | lrm: 0.57 | dt: 483ms | tok/sec: 542,385 | mfu: 13.1% | epoch: 1 | remaining: 86s    
step 00457 (71.5%) | loss: 3.156155 | lrm: 0.57 | dt: 481ms | tok/sec: 544,479 | mfu: 13.2% | epoch: 1 | remaining: 85s    
step 00458 (71.7%) | loss: 3.149467 | lrm: 0.57 | dt: 480ms | tok/sec: 545,566 | mfu: 13.2% | epoch: 1 | remaining: 85s    
step 00459 (71.8%) | loss: 3.153699 | lrm: 0.56 | dt: 480ms | tok/sec: 545,888 | mfu: 13.2% | epoch: 1 | remaining: 84s    
step 00460 (72.0%) | loss: 3.153572 | lrm: 0.56 | dt: 482ms | tok/sec: 543,736 | mfu: 13.1% | epoch: 1 | remaining: 84s    
step 00461 (72.1%) | loss: 3.152721 | lrm: 0.56 | dt: 482ms | tok/sec: 543,912 | mfu: 13.1% | epoch: 1 | remaining: 83s    
step 00462 (72.3%) | loss: 3.153633 | lrm: 0.55 | dt: 480ms | tok/sec: 545,847 | mfu: 13.2% | epoch: 1 | remaining: 83s    
step 00463 (72.5%) | loss: 3.149771 | lrm: 0.55 | dt: 480ms | tok/sec: 545,579 | mfu: 13.2% | epoch: 1 | remaining: 82s    
step 00464 (72.6%) | loss: 3.148863 | lrm: 0.55 | dt: 483ms | tok/sec: 542,885 | mfu: 13.1% | epoch: 1 | remaining: 82s    
step 00465 (72.8%) | loss: 3.149757 | lrm: 0.54 | dt: 481ms | tok/sec: 544,856 | mfu: 13.2% | epoch: 1 | remaining: 81s    
step 00466 (72.9%) | loss: 3.150325 | lrm: 0.54 | dt: 480ms | tok/sec: 546,393 | mfu: 13.2% | epoch: 1 | remaining: 81s    
step 00467 (73.1%) | loss: 3.151981 | lrm: 0.54 | dt: 481ms | tok/sec: 544,731 | mfu: 13.2% | epoch: 1 | remaining: 80s    
step 00468 (73.3%) | loss: 3.159763 | lrm: 0.53 | dt: 481ms | tok/sec: 544,810 | mfu: 13.2% | epoch: 1 | remaining: 80s    
step 00469 (73.4%) | loss: 3.150874 | lrm: 0.53 | dt: 481ms | tok/sec: 544,489 | mfu: 13.2% | epoch: 1 | remaining: 79s    
step 00470 (73.6%) | loss: 3.153271 | lrm: 0.53 | dt: 479ms | tok/sec: 546,871 | mfu: 13.2% | epoch: 1 | remaining: 79s    
step 00471 (73.7%) | loss: 3.141841 | lrm: 0.53 | dt: 481ms | tok/sec: 544,691 | mfu: 13.2% | epoch: 1 | remaining: 78s    
step 00472 (73.9%) | loss: 3.140258 | lrm: 0.52 | dt: 481ms | tok/sec: 545,131 | mfu: 13.2% | epoch: 1 | remaining: 78s    
step 00473 (74.1%) | loss: 3.134218 | lrm: 0.52 | dt: 480ms | tok/sec: 545,832 | mfu: 13.2% | epoch: 1 | remaining: 77s    
step 00474 (74.2%) | loss: 3.139787 | lrm: 0.52 | dt: 482ms | tok/sec: 543,854 | mfu: 13.1% | epoch: 1 | remaining: 77s    
