Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011397 | lrm: 1.00 | dt: 8587ms | tok/sec: 15,264 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.154491 | lrm: 1.00 | dt: 236ms | tok/sec: 554,318 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.980862 | lrm: 1.00 | dt: 240ms | tok/sec: 547,182 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.574509 | lrm: 1.00 | dt: 237ms | tok/sec: 552,516 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.280329 | lrm: 1.00 | dt: 240ms | tok/sec: 547,070 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.949005 | lrm: 1.00 | dt: 238ms | tok/sec: 549,616 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.657879 | lrm: 1.00 | dt: 240ms | tok/sec: 546,875 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.415206 | lrm: 1.00 | dt: 239ms | tok/sec: 548,721 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.210602 | lrm: 1.00 | dt: 240ms | tok/sec: 547,037 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.032731 | lrm: 1.00 | dt: 240ms | tok/sec: 545,177 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.873997 | lrm: 1.00 | dt: 239ms | tok/sec: 549,526 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.732649 | lrm: 1.00 | dt: 239ms | tok/sec: 548,959 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.611961 | lrm: 1.00 | dt: 240ms | tok/sec: 545,709 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 6.505329 | lrm: 1.00 | dt: 241ms | tok/sec: 543,937 | mfu: 13.1% | epoch: 1 | remaining: 299s    
step 00315 (24.5%) | loss: 3.485943 | lrm: 1.00 | dt: 243ms | tok/sec: 539,866 | mfu: 13.0% | epoch: 1 | remaining: 226s    
step 00316 (24.6%) | loss: 3.479377 | lrm: 1.00 | dt: 242ms | tok/sec: 541,420 | mfu: 13.1% | epoch: 1 | remaining: 226s    
step 00317 (24.7%) | loss: 3.477355 | lrm: 1.00 | dt: 242ms | tok/sec: 540,571 | mfu: 13.1% | epoch: 1 | remaining: 226s    
step 00318 (24.7%) | loss: 3.469569 | lrm: 1.00 | dt: 242ms | tok/sec: 541,704 | mfu: 13.1% | epoch: 1 | remaining: 226s    
step 00319 (24.8%) | loss: 3.472760 | lrm: 1.00 | dt: 244ms | tok/sec: 537,579 | mfu: 13.0% | epoch: 1 | remaining: 225s    
step 00320 (24.9%) | loss: 3.470891 | lrm: 1.00 | dt: 241ms | tok/sec: 543,489 | mfu: 13.1% | epoch: 1 | remaining: 225s    
step 00321 (25.0%) | loss: 3.469323 | lrm: 1.00 | dt: 242ms | tok/sec: 541,812 | mfu: 13.1% | epoch: 1 | remaining: 225s    
step 00322 (25.1%) | loss: 3.465609 | lrm: 1.00 | dt: 242ms | tok/sec: 542,359 | mfu: 13.1% | epoch: 1 | remaining: 225s    
step 00323 (25.1%) | loss: 3.464933 | lrm: 1.00 | dt: 244ms | tok/sec: 536,847 | mfu: 13.0% | epoch: 1 | remaining: 224s    
step 00324 (25.2%) | loss: 3.468226 | lrm: 1.00 | dt: 242ms | tok/sec: 542,534 | mfu: 13.1% | epoch: 1 | remaining: 224s    
step 00325 (25.3%) | loss: 3.462515 | lrm: 1.00 | dt: 243ms | tok/sec: 539,588 | mfu: 13.0% | epoch: 1 | remaining: 224s    
step 00326 (25.4%) | loss: 3.462767 | lrm: 1.00 | dt: 240ms | tok/sec: 546,791 | mfu: 13.2% | epoch: 1 | remaining: 224s    
step 00327 (25.5%) | loss: 3.454441 | lrm: 1.00 | dt: 242ms | tok/sec: 540,910 | mfu: 13.1% | epoch: 1 | remaining: 223s    
step 00328 (25.5%) | loss: 3.454410 | lrm: 1.00 | dt: 240ms | tok/sec: 546,067 | mfu: 13.2% | epoch: 1 | remaining: 223s    
step 00329 (25.6%) | loss: 3.457971 | lrm: 1.00 | dt: 241ms | tok/sec: 542,960 | mfu: 13.1% | epoch: 1 | remaining: 223s    
step 00330 (25.7%) | loss: 3.459827 | lrm: 1.00 | dt: 240ms | tok/sec: 545,594 | mfu: 13.2% | epoch: 1 | remaining: 223s    
step 00331 (25.8%) | loss: 3.453933 | lrm: 1.00 | dt: 242ms | tok/sec: 541,466 | mfu: 13.1% | epoch: 1 | remaining: 222s    
step 00332 (25.9%) | loss: 3.458736 | lrm: 1.00 | dt: 242ms | tok/sec: 541,456 | mfu: 13.1% | epoch: 1 | remaining: 222s    
step 00333 (25.9%) | loss: 3.456823 | lrm: 1.00 | dt: 241ms | tok/sec: 544,748 | mfu: 13.2% | epoch: 1 | remaining: 222s    
step 00334 (26.0%) | loss: 3.457545 | lrm: 1.00 | dt: 242ms | tok/sec: 541,641 | mfu: 13.1% | epoch: 1 | remaining: 222s    
step 00335 (26.1%) | loss: 3.453470 | lrm: 1.00 | dt: 241ms | tok/sec: 543,303 | mfu: 13.1% | epoch: 1 | remaining: 221s    
step 00336 (26.2%) | loss: 3.449535 | lrm: 1.00 | dt: 242ms | tok/sec: 541,486 | mfu: 13.1% | epoch: 1 | remaining: 221s    
step 00337 (26.3%) | loss: 3.448714 | lrm: 1.00 | dt: 243ms | tok/sec: 538,535 | mfu: 13.0% | epoch: 1 | remaining: 221s    
step 00338 (26.3%) | loss: 3.451418 | lrm: 1.00 | dt: 243ms | tok/sec: 540,138 | mfu: 13.1% | epoch: 1 | remaining: 221s    
step 00339 (26.4%) | loss: 3.446980 | lrm: 1.00 | dt: 242ms | tok/sec: 541,690 | mfu: 13.1% | epoch: 1 | remaining: 220s    
step 00340 (26.5%) | loss: 3.443172 | lrm: 1.00 | dt: 243ms | tok/sec: 539,454 | mfu: 13.0% | epoch: 1 | remaining: 220s    
step 00341 (26.6%) | loss: 3.439622 | lrm: 1.00 | dt: 242ms | tok/sec: 540,750 | mfu: 13.1% | epoch: 1 | remaining: 220s    
step 00342 (26.7%) | loss: 3.445263 | lrm: 1.00 | dt: 243ms | tok/sec: 540,384 | mfu: 13.1% | epoch: 1 | remaining: 220s    
step 00343 (26.7%) | loss: 3.450337 | lrm: 1.00 | dt: 242ms | tok/sec: 541,391 | mfu: 13.1% | epoch: 1 | remaining: 220s    
step 00344 (26.8%) | loss: 3.455481 | lrm: 1.00 | dt: 242ms | tok/sec: 541,401 | mfu: 13.1% | epoch: 1 | remaining: 219s    
step 00345 (26.9%) | loss: 3.452008 | lrm: 1.00 | dt: 244ms | tok/sec: 536,113 | mfu: 13.0% | epoch: 1 | remaining: 219s    
step 00346 (27.0%) | loss: 3.444760 | lrm: 1.00 | dt: 243ms | tok/sec: 539,919 | mfu: 13.0% | epoch: 1 | remaining: 219s    
step 00347 (27.1%) | loss: 3.450426 | lrm: 1.00 | dt: 241ms | tok/sec: 542,844 | mfu: 13.1% | epoch: 1 | remaining: 219s    
step 00348 (27.2%) | loss: 3.451756 | lrm: 1.00 | dt: 243ms | tok/sec: 540,502 | mfu: 13.1% | epoch: 1 | remaining: 218s    
step 00349 (27.2%) | loss: 3.446412 | lrm: 1.00 | dt: 243ms | tok/sec: 539,993 | mfu: 13.0% | epoch: 1 | remaining: 218s    
step 00350 (27.3%) | loss: 3.444566 | lrm: 1.00 | dt: 242ms | tok/sec: 541,502 | mfu: 13.1% | epoch: 1 | remaining: 218s    
step 00351 (27.4%) | loss: 3.443285 | lrm: 1.00 | dt: 241ms | tok/sec: 542,746 | mfu: 13.1% | epoch: 1 | remaining: 218s    
step 00352 (27.5%) | loss: 3.446114 | lrm: 1.00 | dt: 242ms | tok/sec: 541,282 | mfu: 13.1% | epoch: 1 | remaining: 217s    
step 00353 (27.6%) | loss: 3.444942 | lrm: 1.00 | dt: 243ms | tok/sec: 539,089 | mfu: 13.0% | epoch: 1 | remaining: 217s    
step 00354 (27.6%) | loss: 3.437353 | lrm: 1.00 | dt: 242ms | tok/sec: 540,874 | mfu: 13.1% | epoch: 1 | remaining: 217s    
step 00355 (27.7%) | loss: 3.434085 | lrm: 1.00 | dt: 243ms | tok/sec: 540,147 | mfu: 13.1% | epoch: 1 | remaining: 217s    
step 00356 (27.8%) | loss: 3.434499 | lrm: 1.00 | dt: 241ms | tok/sec: 542,942 | mfu: 13.1% | epoch: 1 | remaining: 216s    
step 00357 (27.9%) | loss: 3.437786 | lrm: 1.00 | dt: 242ms | tok/sec: 542,363 | mfu: 13.1% | epoch: 1 | remaining: 216s    
step 00358 (28.0%) | loss: 3.429669 | lrm: 1.00 | dt: 241ms | tok/sec: 542,829 | mfu: 13.1% | epoch: 1 | remaining: 216s    
step 00359 (28.0%) | loss: 3.427246 | lrm: 1.00 | dt: 241ms | tok/sec: 542,782 | mfu: 13.1% | epoch: 1 | remaining: 216s    
step 00360 (28.1%) | loss: 3.423722 | lrm: 1.00 | dt: 239ms | tok/sec: 547,732 | mfu: 13.2% | epoch: 1 | remaining: 215s    
step 00361 (28.2%) | loss: 3.422387 | lrm: 1.00 | dt: 242ms | tok/sec: 542,502 | mfu: 13.1% | epoch: 1 | remaining: 215s    
step 00362 (28.3%) | loss: 3.422584 | lrm: 1.00 | dt: 242ms | tok/sec: 541,545 | mfu: 13.1% | epoch: 1 | remaining: 215s    
step 00363 (28.4%) | loss: 3.423249 | lrm: 1.00 | dt: 242ms | tok/sec: 542,408 | mfu: 13.1% | epoch: 1 | remaining: 215s    
step 00364 (28.4%) | loss: 3.429744 | lrm: 1.00 | dt: 242ms | tok/sec: 542,134 | mfu: 13.1% | epoch: 1 | remaining: 214s    
step 00365 (28.5%) | loss: 3.424614 | lrm: 1.00 | dt: 242ms | tok/sec: 541,906 | mfu: 13.1% | epoch: 1 | remaining: 214s    
step 00366 (28.6%) | loss: 3.422088 | lrm: 1.00 | dt: 241ms | tok/sec: 543,617 | mfu: 13.1% | epoch: 1 | remaining: 214s    
step 00367 (28.7%) | loss: 3.419048 | lrm: 1.00 | dt: 241ms | tok/sec: 543,477 | mfu: 13.1% | epoch: 1 | remaining: 214s    
step 00368 (28.8%) | loss: 3.419589 | lrm: 1.00 | dt: 243ms | tok/sec: 539,900 | mfu: 13.0% | epoch: 1 | remaining: 213s    
step 00369 (28.8%) | loss: 3.413250 | lrm: 1.00 | dt: 241ms | tok/sec: 542,765 | mfu: 13.1% | epoch: 1 | remaining: 213s    
step 00370 (28.9%) | loss: 3.405192 | lrm: 1.00 | dt: 243ms | tok/sec: 538,902 | mfu: 13.0% | epoch: 1 | remaining: 213s    
step 00371 (29.0%) | loss: 3.408082 | lrm: 1.00 | dt: 244ms | tok/sec: 538,176 | mfu: 13.0% | epoch: 1 | remaining: 213s    
step 00372 (29.1%) | loss: 3.408684 | lrm: 1.00 | dt: 243ms | tok/sec: 538,995 | mfu: 13.0% | epoch: 1 | remaining: 212s    
step 00373 (29.2%) | loss: 3.413242 | lrm: 1.00 | dt: 241ms | tok/sec: 542,812 | mfu: 13.1% | epoch: 1 | remaining: 212s    
step 00374 (29.3%) | loss: 3.412426 | lrm: 1.00 | dt: 242ms | tok/sec: 540,606 | mfu: 13.1% | epoch: 1 | remaining: 212s    
step 00375 (29.3%) | loss: 3.417853 | lrm: 1.00 | dt: 243ms | tok/sec: 539,378 | mfu: 13.0% | epoch: 1 | remaining: 212s    
step 00376 (29.4%) | loss: 3.417987 | lrm: 1.00 | dt: 242ms | tok/sec: 541,814 | mfu: 13.1% | epoch: 1 | remaining: 212s    
step 00377 (29.5%) | loss: 3.414282 | lrm: 1.00 | dt: 242ms | tok/sec: 541,643 | mfu: 13.1% | epoch: 1 | remaining: 211s    
step 00378 (29.6%) | loss: 3.414534 | lrm: 1.00 | dt: 243ms | tok/sec: 539,558 | mfu: 13.0% | epoch: 1 | remaining: 211s    
step 00379 (29.7%) | loss: 3.412815 | lrm: 1.00 | dt: 243ms | tok/sec: 539,772 | mfu: 13.0% | epoch: 1 | remaining: 211s    
step 00380 (29.7%) | loss: 3.412853 | lrm: 1.00 | dt: 243ms | tok/sec: 539,605 | mfu: 13.0% | epoch: 1 | remaining: 211s    
step 00381 (29.8%) | loss: 3.416737 | lrm: 1.00 | dt: 242ms | tok/sec: 542,258 | mfu: 13.1% | epoch: 1 | remaining: 210s    
step 00382 (29.9%) | loss: 3.417879 | lrm: 1.00 | dt: 243ms | tok/sec: 540,475 | mfu: 13.1% | epoch: 1 | remaining: 210s    
step 00383 (30.0%) | loss: 3.418199 | lrm: 1.00 | dt: 242ms | tok/sec: 542,624 | mfu: 13.1% | epoch: 1 | remaining: 210s    
step 00384 (30.1%) | loss: 3.417540 | lrm: 1.00 | dt: 242ms | tok/sec: 540,564 | mfu: 13.1% | epoch: 1 | remaining: 210s    
step 00385 (30.1%) | loss: 3.421173 | lrm: 1.00 | dt: 243ms | tok/sec: 540,120 | mfu: 13.1% | epoch: 1 | remaining: 209s    
step 00386 (30.2%) | loss: 3.423792 | lrm: 1.00 | dt: 241ms | tok/sec: 543,835 | mfu: 13.1% | epoch: 1 | remaining: 209s    
step 00387 (30.3%) | loss: 3.425941 | lrm: 1.00 | dt: 240ms | tok/sec: 545,610 | mfu: 13.2% | epoch: 1 | remaining: 209s    
step 00388 (30.4%) | loss: 3.416859 | lrm: 1.00 | dt: 242ms | tok/sec: 541,544 | mfu: 13.1% | epoch: 1 | remaining: 209s    
step 00389 (30.5%) | loss: 3.414557 | lrm: 1.00 | dt: 241ms | tok/sec: 544,977 | mfu: 13.2% | epoch: 1 | remaining: 208s    
step 00390 (30.5%) | loss: 3.412778 | lrm: 1.00 | dt: 241ms | tok/sec: 544,013 | mfu: 13.1% | epoch: 1 | remaining: 208s    
step 00391 (30.6%) | loss: 3.406435 | lrm: 1.00 | dt: 241ms | tok/sec: 543,574 | mfu: 13.1% | epoch: 1 | remaining: 208s    
step 00392 (30.7%) | loss: 3.408130 | lrm: 1.00 | dt: 242ms | tok/sec: 540,725 | mfu: 13.1% | epoch: 1 | remaining: 208s    
step 00393 (30.8%) | loss: 3.405761 | lrm: 1.00 | dt: 240ms | tok/sec: 545,698 | mfu: 13.2% | epoch: 1 | remaining: 207s    
step 00394 (30.9%) | loss: 3.406986 | lrm: 1.00 | dt: 242ms | tok/sec: 542,025 | mfu: 13.1% | epoch: 1 | remaining: 207s    
step 00395 (30.9%) | loss: 3.408780 | lrm: 1.00 | dt: 242ms | tok/sec: 541,572 | mfu: 13.1% | epoch: 1 | remaining: 207s    
step 00396 (31.0%) | loss: 3.407208 | lrm: 1.00 | dt: 241ms | tok/sec: 544,151 | mfu: 13.1% | epoch: 1 | remaining: 207s    
step 00397 (31.1%) | loss: 3.402821 | lrm: 1.00 | dt: 242ms | tok/sec: 540,584 | mfu: 13.1% | epoch: 1 | remaining: 206s    
step 00398 (31.2%) | loss: 3.398862 | lrm: 1.00 | dt: 242ms | tok/sec: 541,714 | mfu: 13.1% | epoch: 1 | remaining: 206s    
step 00399 (31.3%) | loss: 3.399388 | lrm: 1.00 | dt: 242ms | tok/sec: 540,802 | mfu: 13.1% | epoch: 1 | remaining: 206s    
step 00400 (31.3%) | loss: 3.402850 | lrm: 1.00 | dt: 243ms | tok/sec: 539,198 | mfu: 13.0% | epoch: 1 | remaining: 206s    
step 00401 (31.4%) | loss: 3.398065 | lrm: 1.00 | dt: 242ms | tok/sec: 541,555 | mfu: 13.1% | epoch: 1 | remaining: 205s    
step 00402 (31.5%) | loss: 3.396360 | lrm: 1.00 | dt: 242ms | tok/sec: 540,742 | mfu: 13.1% | epoch: 1 | remaining: 205s    
step 00403 (31.6%) | loss: 3.398655 | lrm: 1.00 | dt: 243ms | tok/sec: 539,774 | mfu: 13.0% | epoch: 1 | remaining: 205s    
step 00404 (31.7%) | loss: 3.401371 | lrm: 1.00 | dt: 243ms | tok/sec: 539,964 | mfu: 13.0% | epoch: 1 | remaining: 205s    
step 00405 (31.8%) | loss: 3.396180 | lrm: 1.00 | dt: 242ms | tok/sec: 540,898 | mfu: 13.1% | epoch: 1 | remaining: 205s    
step 00406 (31.8%) | loss: 3.386094 | lrm: 1.00 | dt: 241ms | tok/sec: 542,791 | mfu: 13.1% | epoch: 1 | remaining: 204s    
step 00407 (31.9%) | loss: 3.386538 | lrm: 1.00 | dt: 243ms | tok/sec: 540,214 | mfu: 13.1% | epoch: 1 | remaining: 204s    
step 00408 (32.0%) | loss: 3.382827 | lrm: 1.00 | dt: 243ms | tok/sec: 539,917 | mfu: 13.0% | epoch: 1 | remaining: 204s    
step 00409 (32.1%) | loss: 3.379193 | lrm: 1.00 | dt: 243ms | tok/sec: 539,580 | mfu: 13.0% | epoch: 1 | remaining: 204s    
step 00410 (32.2%) | loss: 3.377651 | lrm: 1.00 | dt: 242ms | tok/sec: 540,596 | mfu: 13.1% | epoch: 1 | remaining: 203s    
step 00411 (32.2%) | loss: 3.376726 | lrm: 1.00 | dt: 242ms | tok/sec: 541,779 | mfu: 13.1% | epoch: 1 | remaining: 203s    
step 00412 (32.3%) | loss: 3.373620 | lrm: 1.00 | dt: 242ms | tok/sec: 540,591 | mfu: 13.1% | epoch: 1 | remaining: 203s    
step 00413 (32.4%) | loss: 3.371005 | lrm: 1.00 | dt: 243ms | tok/sec: 540,288 | mfu: 13.1% | epoch: 1 | remaining: 203s    
step 00414 (32.5%) | loss: 3.371084 | lrm: 1.00 | dt: 243ms | tok/sec: 540,281 | mfu: 13.1% | epoch: 1 | remaining: 202s    
step 00415 (32.6%) | loss: 3.372959 | lrm: 1.00 | dt: 242ms | tok/sec: 541,469 | mfu: 13.1% | epoch: 1 | remaining: 202s    
step 00416 (32.6%) | loss: 3.365504 | lrm: 1.00 | dt: 242ms | tok/sec: 540,749 | mfu: 13.1% | epoch: 1 | remaining: 202s    
step 00417 (32.7%) | loss: 3.353449 | lrm: 1.00 | dt: 243ms | tok/sec: 539,672 | mfu: 13.0% | epoch: 1 | remaining: 202s    
step 00418 (32.8%) | loss: 3.346755 | lrm: 1.00 | dt: 242ms | tok/sec: 540,985 | mfu: 13.1% | epoch: 1 | remaining: 201s    
step 00419 (32.9%) | loss: 3.342384 | lrm: 1.00 | dt: 243ms | tok/sec: 539,986 | mfu: 13.0% | epoch: 1 | remaining: 201s    
step 00420 (33.0%) | loss: 3.341814 | lrm: 1.00 | dt: 243ms | tok/sec: 539,920 | mfu: 13.0% | epoch: 1 | remaining: 201s    
step 00421 (33.0%) | loss: 3.339882 | lrm: 1.00 | dt: 243ms | tok/sec: 540,227 | mfu: 13.1% | epoch: 1 | remaining: 201s    
step 00422 (33.1%) | loss: 3.337936 | lrm: 1.00 | dt: 242ms | tok/sec: 540,608 | mfu: 13.1% | epoch: 1 | remaining: 200s    
step 00423 (33.2%) | loss: 3.348083 | lrm: 1.00 | dt: 242ms | tok/sec: 540,998 | mfu: 13.1% | epoch: 1 | remaining: 200s    
step 00424 (33.3%) | loss: 3.344613 | lrm: 1.00 | dt: 242ms | tok/sec: 541,714 | mfu: 13.1% | epoch: 1 | remaining: 200s    
step 00425 (33.4%) | loss: 3.346523 | lrm: 1.00 | dt: 243ms | tok/sec: 540,017 | mfu: 13.0% | epoch: 1 | remaining: 200s    
step 00426 (33.4%) | loss: 3.349764 | lrm: 1.00 | dt: 243ms | tok/sec: 540,426 | mfu: 13.1% | epoch: 1 | remaining: 199s    
step 00427 (33.5%) | loss: 3.353885 | lrm: 1.00 | dt: 242ms | tok/sec: 542,226 | mfu: 13.1% | epoch: 1 | remaining: 199s    
step 00428 (33.6%) | loss: 3.355097 | lrm: 1.00 | dt: 242ms | tok/sec: 541,012 | mfu: 13.1% | epoch: 1 | remaining: 199s    
step 00429 (33.7%) | loss: 3.351850 | lrm: 1.00 | dt: 242ms | tok/sec: 541,209 | mfu: 13.1% | epoch: 1 | remaining: 199s    
step 00430 (33.8%) | loss: 3.349451 | lrm: 1.00 | dt: 244ms | tok/sec: 537,333 | mfu: 13.0% | epoch: 1 | remaining: 198s    
step 00431 (33.9%) | loss: 3.347292 | lrm: 1.00 | dt: 241ms | tok/sec: 542,929 | mfu: 13.1% | epoch: 1 | remaining: 198s    
step 00432 (33.9%) | loss: 3.352937 | lrm: 1.00 | dt: 243ms | tok/sec: 539,452 | mfu: 13.0% | epoch: 1 | remaining: 198s    
step 00433 (34.0%) | loss: 3.351586 | lrm: 1.00 | dt: 243ms | tok/sec: 540,133 | mfu: 13.1% | epoch: 1 | remaining: 198s    
step 00434 (34.1%) | loss: 3.358078 | lrm: 1.00 | dt: 244ms | tok/sec: 538,137 | mfu: 13.0% | epoch: 1 | remaining: 197s    
step 00435 (34.2%) | loss: 3.356159 | lrm: 1.00 | dt: 241ms | tok/sec: 543,078 | mfu: 13.1% | epoch: 1 | remaining: 197s    
step 00436 (34.3%) | loss: 3.361774 | lrm: 1.00 | dt: 242ms | tok/sec: 541,486 | mfu: 13.1% | epoch: 1 | remaining: 197s    
step 00437 (34.3%) | loss: 3.357700 | lrm: 1.00 | dt: 243ms | tok/sec: 539,925 | mfu: 13.0% | epoch: 1 | remaining: 197s    
step 00438 (34.4%) | loss: 3.352646 | lrm: 1.00 | dt: 243ms | tok/sec: 538,950 | mfu: 13.0% | epoch: 1 | remaining: 197s    
step 00439 (34.5%) | loss: 3.347876 | lrm: 1.00 | dt: 241ms | tok/sec: 542,883 | mfu: 13.1% | epoch: 1 | remaining: 196s    
step 00440 (34.6%) | loss: 3.351639 | lrm: 1.00 | dt: 244ms | tok/sec: 537,794 | mfu: 13.0% | epoch: 1 | remaining: 196s    
step 00441 (34.7%) | loss: 3.350417 | lrm: 1.00 | dt: 241ms | tok/sec: 542,746 | mfu: 13.1% | epoch: 1 | remaining: 196s    
step 00442 (34.7%) | loss: 3.351458 | lrm: 1.00 | dt: 243ms | tok/sec: 539,681 | mfu: 13.0% | epoch: 1 | remaining: 196s    
step 00443 (34.8%) | loss: 3.352647 | lrm: 1.00 | dt: 241ms | tok/sec: 544,765 | mfu: 13.2% | epoch: 1 | remaining: 195s    
step 00444 (34.9%) | loss: 3.350506 | lrm: 1.00 | dt: 244ms | tok/sec: 536,375 | mfu: 13.0% | epoch: 1 | remaining: 195s    
step 00445 (35.0%) | loss: 3.348520 | lrm: 1.00 | dt: 243ms | tok/sec: 539,929 | mfu: 13.0% | epoch: 1 | remaining: 195s    
step 00446 (35.1%) | loss: 3.351337 | lrm: 1.00 | dt: 242ms | tok/sec: 540,866 | mfu: 13.1% | epoch: 1 | remaining: 195s    
step 00447 (35.1%) | loss: 3.353615 | lrm: 1.00 | dt: 241ms | tok/sec: 543,531 | mfu: 13.1% | epoch: 1 | remaining: 194s    
step 00448 (35.2%) | loss: 3.359650 | lrm: 1.00 | dt: 243ms | tok/sec: 539,679 | mfu: 13.0% | epoch: 1 | remaining: 194s    
step 00449 (35.3%) | loss: 3.361384 | lrm: 1.00 | dt: 242ms | tok/sec: 541,757 | mfu: 13.1% | epoch: 1 | remaining: 194s    
step 00450 (35.4%) | loss: 3.358917 | lrm: 1.00 | dt: 243ms | tok/sec: 539,734 | mfu: 13.0% | epoch: 1 | remaining: 194s    
step 00451 (35.5%) | loss: 3.362784 | lrm: 1.00 | dt: 241ms | tok/sec: 544,360 | mfu: 13.2% | epoch: 1 | remaining: 193s    
step 00452 (35.5%) | loss: 3.357020 | lrm: 1.00 | dt: 243ms | tok/sec: 538,816 | mfu: 13.0% | epoch: 1 | remaining: 193s    
step 00453 (35.6%) | loss: 3.363109 | lrm: 1.00 | dt: 243ms | tok/sec: 538,343 | mfu: 13.0% | epoch: 1 | remaining: 193s    
step 00454 (35.7%) | loss: 3.355443 | lrm: 1.00 | dt: 242ms | tok/sec: 540,853 | mfu: 13.1% | epoch: 1 | remaining: 193s    
step 00455 (35.8%) | loss: 3.356610 | lrm: 1.00 | dt: 243ms | tok/sec: 539,957 | mfu: 13.0% | epoch: 1 | remaining: 192s    
step 00456 (35.9%) | loss: 3.363427 | lrm: 1.00 | dt: 241ms | tok/sec: 544,437 | mfu: 13.2% | epoch: 1 | remaining: 192s    
step 00457 (36.0%) | loss: 3.362715 | lrm: 1.00 | dt: 244ms | tok/sec: 538,105 | mfu: 13.0% | epoch: 1 | remaining: 192s    
step 00458 (36.0%) | loss: 3.356925 | lrm: 1.00 | dt: 244ms | tok/sec: 538,137 | mfu: 13.0% | epoch: 1 | remaining: 192s    
step 00459 (36.1%) | loss: 3.352256 | lrm: 1.00 | dt: 242ms | tok/sec: 541,817 | mfu: 13.1% | epoch: 1 | remaining: 191s    
step 00460 (36.2%) | loss: 3.357910 | lrm: 1.00 | dt: 242ms | tok/sec: 542,547 | mfu: 13.1% | epoch: 1 | remaining: 191s    
step 00461 (36.3%) | loss: 3.363258 | lrm: 1.00 | dt: 243ms | tok/sec: 538,636 | mfu: 13.0% | epoch: 1 | remaining: 191s    
step 00462 (36.4%) | loss: 3.362391 | lrm: 1.00 | dt: 242ms | tok/sec: 541,376 | mfu: 13.1% | epoch: 1 | remaining: 191s    
step 00463 (36.4%) | loss: 3.364251 | lrm: 1.00 | dt: 243ms | tok/sec: 539,245 | mfu: 13.0% | epoch: 1 | remaining: 190s    
step 00464 (36.5%) | loss: 3.367080 | lrm: 1.00 | dt: 242ms | tok/sec: 542,023 | mfu: 13.1% | epoch: 1 | remaining: 190s    
step 00465 (36.6%) | loss: 3.362909 | lrm: 1.00 | dt: 244ms | tok/sec: 536,742 | mfu: 13.0% | epoch: 1 | remaining: 190s    
step 00466 (36.7%) | loss: 3.365663 | lrm: 1.00 | dt: 242ms | tok/sec: 541,028 | mfu: 13.1% | epoch: 1 | remaining: 190s    
step 00467 (36.8%) | loss: 3.357328 | lrm: 1.00 | dt: 243ms | tok/sec: 539,069 | mfu: 13.0% | epoch: 1 | remaining: 189s    
step 00468 (36.8%) | loss: 3.350451 | lrm: 1.00 | dt: 242ms | tok/sec: 541,705 | mfu: 13.1% | epoch: 1 | remaining: 189s    
step 00469 (36.9%) | loss: 3.349422 | lrm: 1.00 | dt: 242ms | tok/sec: 541,572 | mfu: 13.1% | epoch: 1 | remaining: 189s    
step 00470 (37.0%) | loss: 3.350646 | lrm: 1.00 | dt: 244ms | tok/sec: 537,220 | mfu: 13.0% | epoch: 1 | remaining: 189s    
step 00471 (37.1%) | loss: 3.355890 | lrm: 1.00 | dt: 242ms | tok/sec: 541,563 | mfu: 13.1% | epoch: 1 | remaining: 188s    
step 00472 (37.2%) | loss: 3.363994 | lrm: 1.00 | dt: 243ms | tok/sec: 539,482 | mfu: 13.0% | epoch: 1 | remaining: 188s    
step 00473 (37.2%) | loss: 3.362574 | lrm: 1.00 | dt: 243ms | tok/sec: 539,147 | mfu: 13.0% | epoch: 1 | remaining: 188s    
