Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
===
Beam search k=1, segment=20, cooldown=20
Seed: 42
Target steps: 1160
Effective total steps: 1160
Segment steps: 20
Cooldown steps: 20
Initial LR_MULTs: (0.5, 0.75, 1.0, 1.25, 1.5, 1.75, 2.0)
Child LR factors: (0.8, 1.0, 1.2)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_sizes': (256, 256, 256, 2048, 256, 256, 256, 2048)}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.107668e+08
Device batch size: 64
Gradient accumulation steps: 1
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
---
Round 1/58: fixed steps 1-20, cooldown scoring steps 21-40
  candidate 1/7 | parent_step=0 | LR_MULT=0.5

    step 0001/1160 | LR_MULT 0.5 | loss 9.011397 | avg3 9.011397 | dt 10546ms | tok/sec 12,428 | mfu 0.3% | epoch 1    
    step 0520/550 | LR_MULT 0.30199 | loss 3.126897 | avg3 3.165813 | dt 235ms | tok/sec 557,366 | mfu 11.9% | epoch 1    
    step 0521/550 | LR_MULT 0.291924 | loss 3.212640 | avg3 3.171608 | dt 234ms | tok/sec 559,209 | mfu 11.9% | epoch 1    
    step 0522/550 | LR_MULT 0.281857 | loss 3.175018 | avg3 3.171519 | dt 233ms | tok/sec 563,656 | mfu 12.0% | epoch 1    
    step 0523/550 | LR_MULT 0.271791 | loss 3.194277 | avg3 3.193978 | dt 234ms | tok/sec 559,727 | mfu 11.9% | epoch 1    
    step 0524/550 | LR_MULT 0.261725 | loss 3.202328 | avg3 3.190541 | dt 233ms | tok/sec 562,370 | mfu 12.0% | epoch 1    
    step 0525/550 | LR_MULT 0.251658 | loss 3.207222 | avg3 3.201276 | dt 236ms | tok/sec 556,009 | mfu 11.8% | epoch 1    
    step 0526/550 | LR_MULT 0.241592 | loss 3.140295 | avg3 3.183282 | dt 233ms | tok/sec 561,585 | mfu 12.0% | epoch 1    
    step 0527/550 | LR_MULT 0.231526 | loss 3.210047 | avg3 3.185855 | dt 234ms | tok/sec 561,235 | mfu 12.0% | epoch 1    
    step 0528/550 | LR_MULT 0.221459 | loss 3.185526 | avg3 3.178622 | dt 233ms | tok/sec 561,397 | mfu 12.0% | epoch 1    
    step 0529/550 | LR_MULT 0.211393 | loss 3.180808 | avg3 3.192127 | dt 234ms | tok/sec 560,325 | mfu 11.9% | epoch 1    
    step 0530/550 | LR_MULT 0.201327 | loss 3.149295 | avg3 3.171877 | dt 234ms | tok/sec 559,444 | mfu 11.9% | epoch 1    
    step 0531/550 | LR_MULT 0.19126 | loss 3.227786 | avg3 3.185963 | dt 234ms | tok/sec 560,892 | mfu 11.9% | epoch 1    
    step 0532/550 | LR_MULT 0.181194 | loss 3.134562 | avg3 3.170548 | dt 234ms | tok/sec 559,053 | mfu 11.9% | epoch 1    
    step 0533/550 | LR_MULT 0.171128 | loss 3.124539 | avg3 3.162296 | dt 231ms | tok/sec 566,465 | mfu 12.1% | epoch 1    
    step 0534/550 | LR_MULT 0.161061 | loss 3.064314 | avg3 3.107805 | dt 235ms | tok/sec 557,334 | mfu 11.9% | epoch 1    
    step 0535/550 | LR_MULT 0.150995 | loss 3.147791 | avg3 3.112215 | dt 235ms | tok/sec 558,893 | mfu 11.9% | epoch 1    
    step 0536/550 | LR_MULT 0.140929 | loss 3.096493 | avg3 3.102866 | dt 234ms | tok/sec 560,704 | mfu 11.9% | epoch 1    
    step 0537/550 | LR_MULT 0.130862 | loss 3.089153 | avg3 3.111146 | dt 234ms | tok/sec 561,186 | mfu 12.0% | epoch 1    
    step 0538/550 | LR_MULT 0.120796 | loss 3.145205 | avg3 3.110284 | dt 232ms | tok/sec 564,342 | mfu 12.0% | epoch 1    
    step 0539/550 | LR_MULT 0.11073 | loss 3.217750 | avg3 3.150703 | dt 235ms | tok/sec 558,216 | mfu 11.9% | epoch 1    
    step 0540/550 | LR_MULT 0.100663 | loss 3.149603 | avg3 3.170853 | dt 232ms | tok/sec 564,038 | mfu 12.0% | epoch 1    
    step 0541/550 | LR_MULT 0.090597 | loss 3.082908 | avg3 3.150087 | dt 236ms | tok/sec 555,064 | mfu 11.8% | epoch 1    
    step 0542/550 | LR_MULT 0.0805306 | loss 3.049199 | avg3 3.093903 | dt 233ms | tok/sec 563,150 | mfu 12.0% | epoch 1    
    step 0543/550 | LR_MULT 0.0704643 | loss 3.107634 | avg3 3.079914 | dt 236ms | tok/sec 556,381 | mfu 11.9% | epoch 1    
    step 0544/550 | LR_MULT 0.060398 | loss 3.144829 | avg3 3.100554 | dt 233ms | tok/sec 563,727 | mfu 12.0% | epoch 1    
    step 0545/550 | LR_MULT 0.0503316 | loss 3.155857 | avg3 3.136107 | dt 236ms | tok/sec 556,338 | mfu 11.9% | epoch 1    
    step 0546/550 | LR_MULT 0.0402653 | loss 3.155016 | avg3 3.151901 | dt 235ms | tok/sec 557,817 | mfu 11.9% | epoch 1    
    step 0547/550 | LR_MULT 0.030199 | loss 3.157066 | avg3 3.155980 | dt 233ms | tok/sec 561,965 | mfu 12.0% | epoch 1    
    step 0548/550 | LR_MULT 0.0201327 | loss 3.174541 | avg3 3.162207 | dt 234ms | tok/sec 559,713 | mfu 11.9% | epoch 1    
    step 0549/550 | LR_MULT 0.0100663 | loss 3.120921 | avg3 3.150843 | dt 234ms | tok/sec 560,490 | mfu 11.9% | epoch 1    
    step 0550/550 | LR_MULT 0 | loss 3.180704 | avg3 3.158722 | dt 235ms | tok/sec 557,716 | mfu 11.9% | epoch 1    
    avg_loss=3.158722 | discarded
  survivors:
    #1: avg_loss=3.146458, LR_MULT=0.335544, path=round_10_cand_001_step_0500_lr_0.33554432.pt
---
Round 11/23: fixed steps 501-550, cooldown scoring steps 551-600
  candidate 1/3 | parent_step=500 | LR_MULT=0.268435

    step 0501/1150 | LR_MULT 0.268435 | loss 3.081475 | avg3 3.081475 | dt 275ms | tok/sec 477,059 | mfu 10.2% | epoch 1    
    step 0502/1150 | LR_MULT 0.268435 | loss 3.140137 | avg3 3.110806 | dt 230ms | tok/sec 570,670 | mfu 12.2% | epoch 1    
    step 0503/1150 | LR_MULT 0.268435 | loss 3.163324 | avg3 3.128312 | dt 230ms | tok/sec 570,243 | mfu 12.1% | epoch 1    
    step 0504/1150 | LR_MULT 0.268435 | loss 3.175974 | avg3 3.159811 | dt 233ms | tok/sec 563,664 | mfu 12.0% | epoch 1    
    step 0505/1150 | LR_MULT 0.268435 | loss 3.161415 | avg3 3.166904 | dt 231ms | tok/sec 566,793 | mfu 12.1% | epoch 1    
    step 0506/1150 | LR_MULT 0.268435 | loss 3.130452 | avg3 3.155947 | dt 231ms | tok/sec 566,233 | mfu 12.1% | epoch 1    
    step 0507/1150 | LR_MULT 0.268435 | loss 3.192944 | avg3 3.161604 | dt 231ms | tok/sec 567,986 | mfu 12.1% | epoch 1    
    step 0508/1150 | LR_MULT 0.268435 | loss 3.188293 | avg3 3.170563 | dt 232ms | tok/sec 565,309 | mfu 12.0% | epoch 1    
    step 0509/1150 | LR_MULT 0.268435 | loss 3.145305 | avg3 3.175514 | dt 233ms | tok/sec 563,070 | mfu 12.0% | epoch 1    
    step 0510/1150 | LR_MULT 0.268435 | loss 3.161331 | avg3 3.164976 | dt 231ms | tok/sec 567,216 | mfu 12.1% | epoch 1    
    step 0511/1150 | LR_MULT 0.268435 | loss 3.183974 | avg3 3.163536 | dt 232ms | tok/sec 563,869 | mfu 12.0% | epoch 1    
    step 0512/1150 | LR_MULT 0.268435 | loss 3.180039 | avg3 3.175115 | dt 231ms | tok/sec 566,524 | mfu 12.1% | epoch 1    
    step 0513/1150 | LR_MULT 0.268435 | loss 3.204612 | avg3 3.189542 | dt 233ms | tok/sec 561,814 | mfu 12.0% | epoch 1    
    step 0514/1150 | LR_MULT 0.268435 | loss 3.093115 | avg3 3.159256 | dt 231ms | tok/sec 566,722 | mfu 12.1% | epoch 1    
    step 0515/1150 | LR_MULT 0.268435 | loss 3.249430 | avg3 3.182386 | dt 233ms | tok/sec 562,433 | mfu 12.0% | epoch 1    
    step 0516/1150 | LR_MULT 0.268435 | loss 3.135849 | avg3 3.159465 | dt 231ms | tok/sec 567,903 | mfu 12.1% | epoch 1    
    step 0517/1150 | LR_MULT 0.268435 | loss 3.095519 | avg3 3.160266 | dt 233ms | tok/sec 563,005 | mfu 12.0% | epoch 1    
    step 0518/1150 | LR_MULT 0.268435 | loss 3.034251 | avg3 3.088540 | dt 231ms | tok/sec 568,516 | mfu 12.1% | epoch 1    
    step 0519/1150 | LR_MULT 0.268435 | loss 3.184947 | avg3 3.104906 | dt 234ms | tok/sec 561,042 | mfu 12.0% | epoch 1    
    step 0520/1150 | LR_MULT 0.268435 | loss 3.213885 | avg3 3.144361 | dt 231ms | tok/sec 567,128 | mfu 12.1% | epoch 1    
    step 0521/1150 | LR_MULT 0.268435 | loss 3.064653 | avg3 3.154495 | dt 233ms | tok/sec 561,668 | mfu 12.0% | epoch 1    
    step 0522/1150 | LR_MULT 0.268435 | loss 3.165667 | avg3 3.148068 | dt 232ms | tok/sec 566,039 | mfu 12.1% | epoch 1    
    step 0523/1150 | LR_MULT 0.268435 | loss 3.184059 | avg3 3.138126 | dt 233ms | tok/sec 562,102 | mfu 12.0% | epoch 1    
    step 0524/1150 | LR_MULT 0.268435 | loss 3.136666 | avg3 3.162131 | dt 233ms | tok/sec 562,862 | mfu 12.0% | epoch 1    
    step 0525/1150 | LR_MULT 0.268435 | loss 3.109746 | avg3 3.143490 | dt 233ms | tok/sec 562,130 | mfu 12.0% | epoch 1    
    step 0526/1150 | LR_MULT 0.268435 | loss 3.171614 | avg3 3.139342 | dt 232ms | tok/sec 565,622 | mfu 12.0% | epoch 1    
    step 0527/1150 | LR_MULT 0.268435 | loss 3.099101 | avg3 3.126820 | dt 232ms | tok/sec 563,782 | mfu 12.0% | epoch 1    
    step 0528/1150 | LR_MULT 0.268435 | loss 3.127552 | avg3 3.132756 | dt 232ms | tok/sec 564,901 | mfu 12.0% | epoch 1    
    step 0529/1150 | LR_MULT 0.268435 | loss 3.163714 | avg3 3.130123 | dt 234ms | tok/sec 561,244 | mfu 12.0% | epoch 1    
    step 0530/1150 | LR_MULT 0.268435 | loss 3.057643 | avg3 3.116303 | dt 233ms | tok/sec 563,528 | mfu 12.0% | epoch 1    
    step 0531/1150 | LR_MULT 0.268435 | loss 3.121852 | avg3 3.114403 | dt 232ms | tok/sec 565,808 | mfu 12.1% | epoch 1    
    step 0532/1150 | LR_MULT 0.268435 | loss 3.211820 | avg3 3.130438 | dt 233ms | tok/sec 561,921 | mfu 12.0% | epoch 1    
    step 0533/1150 | LR_MULT 0.268435 | loss 3.099665 | avg3 3.144446 | dt 232ms | tok/sec 564,664 | mfu 12.0% | epoch 1    
    step 0534/1150 | LR_MULT 0.268435 | loss 3.179153 | avg3 3.163546 | dt 234ms | tok/sec 561,089 | mfu 12.0% | epoch 1    
    step 0535/1150 | LR_MULT 0.268435 | loss 3.113091 | avg3 3.130637 | dt 232ms | tok/sec 565,906 | mfu 12.1% | epoch 1    
    step 0536/1150 | LR_MULT 0.268435 | loss 3.074744 | avg3 3.122330 | dt 233ms | tok/sec 562,477 | mfu 12.0% | epoch 1    
    step 0537/1150 | LR_MULT 0.268435 | loss 3.137449 | avg3 3.108428 | dt 232ms | tok/sec 564,237 | mfu 12.0% | epoch 1    
    step 0538/1150 | LR_MULT 0.268435 | loss 3.185568 | avg3 3.132587 | dt 235ms | tok/sec 558,722 | mfu 11.9% | epoch 1    
    step 0539/1150 | LR_MULT 0.268435 | loss 3.146867 | avg3 3.156628 | dt 232ms | tok/sec 565,920 | mfu 12.1% | epoch 1    
    step 0540/1150 | LR_MULT 0.268435 | loss 3.149976 | avg3 3.160804 | dt 233ms | tok/sec 561,778 | mfu 12.0% | epoch 1    
    step 0541/1150 | LR_MULT 0.268435 | loss 3.176072 | avg3 3.157639 | dt 232ms | tok/sec 564,000 | mfu 12.0% | epoch 1    
    step 0542/1150 | LR_MULT 0.268435 | loss 3.124366 | avg3 3.150138 | dt 234ms | tok/sec 559,956 | mfu 11.9% | epoch 1    
    step 0543/1150 | LR_MULT 0.268435 | loss 3.165586 | avg3 3.155341 | dt 232ms | tok/sec 564,413 | mfu 12.0% | epoch 1    
    step 0544/1150 | LR_MULT 0.268435 | loss 3.104364 | avg3 3.131438 | dt 233ms | tok/sec 563,138 | mfu 12.0% | epoch 1    
    step 0545/1150 | LR_MULT 0.268435 | loss 3.165142 | avg3 3.145030 | dt 233ms | tok/sec 562,689 | mfu 12.0% | epoch 1    
    step 0546/1150 | LR_MULT 0.268435 | loss 3.092957 | avg3 3.120821 | dt 234ms | tok/sec 561,237 | mfu 12.0% | epoch 1    
    step 0547/1150 | LR_MULT 0.268435 | loss 3.150038 | avg3 3.136045 | dt 233ms | tok/sec 563,523 | mfu 12.0% | epoch 1    
    step 0548/1150 | LR_MULT 0.268435 | loss 3.093859 | avg3 3.112284 | dt 232ms | tok/sec 563,848 | mfu 12.0% | epoch 1    
    step 0549/1150 | LR_MULT 0.268435 | loss 3.154195 | avg3 3.132697 | dt 234ms | tok/sec 559,147 | mfu 11.9% | epoch 1    
    step 0550/1150 | LR_MULT 0.268435 | loss 3.168154 | avg3 3.138736 | dt 232ms | tok/sec 564,935 | mfu 12.0% | epoch 1    
    cooldown scoring | steps 551-600 | base LR_MULT=0.268435

    step 0551/600 | LR_MULT 0.263067 | loss 3.117401 | avg3 3.117401 | dt 229ms | tok/sec 571,497 | mfu 12.2% | epoch 1    
    step 0552/600 | LR_MULT 0.257698 | loss 3.176001 | avg3 3.146701 | dt 231ms | tok/sec 566,809 | mfu 12.1% | epoch 1    
    step 0553/600 | LR_MULT 0.252329 | loss 3.079365 | avg3 3.124255 | dt 233ms | tok/sec 561,648 | mfu 12.0% | epoch 1    
    step 0554/600 | LR_MULT 0.246961 | loss 3.134161 | avg3 3.129842 | dt 234ms | tok/sec 560,058 | mfu 11.9% | epoch 1    
    step 0555/600 | LR_MULT 0.241592 | loss 3.080415 | avg3 3.097980 | dt 232ms | tok/sec 564,214 | mfu 12.0% | epoch 1    
    step 0556/600 | LR_MULT 0.236223 | loss 3.188533 | avg3 3.134369 | dt 233ms | tok/sec 563,470 | mfu 12.0% | epoch 1    
    step 0557/600 | LR_MULT 0.230854 | loss 3.130229 | avg3 3.133059 | dt 233ms | tok/sec 563,128 | mfu 12.0% | epoch 1    
    step 0558/600 | LR_MULT 0.225486 | loss 3.083043 | avg3 3.133935 | dt 232ms | tok/sec 564,461 | mfu 12.0% | epoch 1    
    step 0559/600 | LR_MULT 0.220117 | loss 3.123163 | avg3 3.112145 | dt 234ms | tok/sec 559,618 | mfu 11.9% | epoch 1    
    step 0560/600 | LR_MULT 0.214748 | loss 3.164003 | avg3 3.123403 | dt 233ms | tok/sec 562,265 | mfu 12.0% | epoch 1    
    step 0561/600 | LR_MULT 0.20938 | loss 3.184875 | avg3 3.157347 | dt 233ms | tok/sec 562,352 | mfu 12.0% | epoch 1    
    step 0562/600 | LR_MULT 0.204011 | loss 3.036144 | avg3 3.128340 | dt 232ms | tok/sec 564,231 | mfu 12.0% | epoch 1    
    step 0563/600 | LR_MULT 0.198642 | loss 3.119387 | avg3 3.113469 | dt 234ms | tok/sec 559,230 | mfu 11.9% | epoch 1    
    step 0564/600 | LR_MULT 0.193274 | loss 3.128781 | avg3 3.094771 | dt 231ms | tok/sec 566,461 | mfu 12.1% | epoch 1    
    step 0565/600 | LR_MULT 0.187905 | loss 3.058794 | avg3 3.102321 | dt 234ms | tok/sec 560,971 | mfu 11.9% | epoch 1    
    step 0566/600 | LR_MULT 0.182536 | loss 3.196694 | avg3 3.128090 | dt 233ms | tok/sec 562,409 | mfu 12.0% | epoch 1    
    step 0567/600 | LR_MULT 0.177167 | loss 3.093726 | avg3 3.116405 | dt 234ms | tok/sec 560,851 | mfu 11.9% | epoch 1    
    step 0568/600 | LR_MULT 0.171799 | loss 3.083657 | avg3 3.124692 | dt 233ms | tok/sec 561,622 | mfu 12.0% | epoch 1    
    step 0569/600 | LR_MULT 0.16643 | loss 3.136596 | avg3 3.104660 | dt 232ms | tok/sec 563,753 | mfu 12.0% | epoch 1    
    step 0570/600 | LR_MULT 0.161061 | loss 3.066658 | avg3 3.095637 | dt 234ms | tok/sec 560,874 | mfu 11.9% | epoch 1    
    step 0571/600 | LR_MULT 0.155693 | loss 3.144824 | avg3 3.116026 | dt 232ms | tok/sec 564,695 | mfu 12.0% | epoch 1    
    step 0572/600 | LR_MULT 0.150324 | loss 3.052709 | avg3 3.088064 | dt 235ms | tok/sec 558,189 | mfu 11.9% | epoch 1    
    step 0573/600 | LR_MULT 0.144955 | loss 3.114299 | avg3 3.103944 | dt 232ms | tok/sec 564,111 | mfu 12.0% | epoch 1    
    step 0574/600 | LR_MULT 0.139586 | loss 3.028018 | avg3 3.065009 | dt 234ms | tok/sec 560,046 | mfu 11.9% | epoch 1    
    step 0575/600 | LR_MULT 0.134218 | loss 3.074470 | avg3 3.072262 | dt 232ms | tok/sec 564,427 | mfu 12.0% | epoch 1    
    step 0576/600 | LR_MULT 0.128849 | loss 3.170386 | avg3 3.090958 | dt 235ms | tok/sec 558,453 | mfu 11.9% | epoch 1    
    step 0577/600 | LR_MULT 0.12348 | loss 3.144992 | avg3 3.129949 | dt 232ms | tok/sec 564,210 | mfu 12.0% | epoch 1    
    step 0578/600 | LR_MULT 0.118112 | loss 3.136747 | avg3 3.150708 | dt 234ms | tok/sec 559,991 | mfu 11.9% | epoch 1    
    step 0579/600 | LR_MULT 0.112743 | loss 3.119028 | avg3 3.133589 | dt 233ms | tok/sec 561,482 | mfu 12.0% | epoch 1    
    step 0580/600 | LR_MULT 0.107374 | loss 3.051282 | avg3 3.102352 | dt 234ms | tok/sec 560,629 | mfu 11.9% | epoch 1    
    step 0581/600 | LR_MULT 0.102005 | loss 3.135331 | avg3 3.101880 | dt 235ms | tok/sec 558,880 | mfu 11.9% | epoch 1    
    step 0582/600 | LR_MULT 0.0966368 | loss 3.110887 | avg3 3.099167 | dt 233ms | tok/sec 562,697 | mfu 12.0% | epoch 1    
    step 0583/600 | LR_MULT 0.0912681 | loss 3.119261 | avg3 3.121826 | dt 234ms | tok/sec 561,237 | mfu 12.0% | epoch 1    
    step 0584/600 | LR_MULT 0.0858993 | loss 3.132445 | avg3 3.120864 | dt 232ms | tok/sec 564,834 | mfu 12.0% | epoch 1    
    step 0585/600 | LR_MULT 0.0805306 | loss 3.096606 | avg3 3.116104 | dt 235ms | tok/sec 557,495 | mfu 11.9% | epoch 1    
    step 0586/600 | LR_MULT 0.0751619 | loss 3.065633 | avg3 3.098228 | dt 234ms | tok/sec 560,175 | mfu 11.9% | epoch 1    
    step 0587/600 | LR_MULT 0.0697932 | loss 3.134108 | avg3 3.098782 | dt 234ms | tok/sec 560,813 | mfu 11.9% | epoch 1    
    step 0588/600 | LR_MULT 0.0644245 | loss 3.106743 | avg3 3.102161 | dt 233ms | tok/sec 563,536 | mfu 12.0% | epoch 1    
    step 0589/600 | LR_MULT 0.0590558 | loss 3.098720 | avg3 3.113190 | dt 233ms | tok/sec 561,805 | mfu 12.0% | epoch 1    
    step 0590/600 | LR_MULT 0.0536871 | loss 3.160517 | avg3 3.121993 | dt 234ms | tok/sec 559,295 | mfu 11.9% | epoch 1    
    step 0591/600 | LR_MULT 0.0483184 | loss 3.134544 | avg3 3.131260 | dt 234ms | tok/sec 560,669 | mfu 11.9% | epoch 1    
    step 0592/600 | LR_MULT 0.0429497 | loss 3.127169 | avg3 3.140743 | dt 234ms | tok/sec 560,813 | mfu 11.9% | epoch 1    
    step 0593/600 | LR_MULT 0.037581 | loss 3.088912 | avg3 3.116875 | dt 232ms | tok/sec 564,493 | mfu 12.0% | epoch 1    
    step 0594/600 | LR_MULT 0.0322123 | loss 3.121716 | avg3 3.112599 | dt 236ms | tok/sec 555,598 | mfu 11.8% | epoch 1    
    step 0595/600 | LR_MULT 0.0268435 | loss 3.074754 | avg3 3.095127 | dt 232ms | tok/sec 564,884 | mfu 12.0% | epoch 1    
    step 0596/600 | LR_MULT 0.0214748 | loss 3.086451 | avg3 3.094307 | dt 234ms | tok/sec 559,064 | mfu 11.9% | epoch 1    
    step 0597/600 | LR_MULT 0.0161061 | loss 3.077151 | avg3 3.079452 | dt 232ms | tok/sec 563,923 | mfu 12.0% | epoch 1    
    step 0598/600 | LR_MULT 0.0107374 | loss 3.131415 | avg3 3.098339 | dt 235ms | tok/sec 558,683 | mfu 11.9% | epoch 1    
    step 0599/600 | LR_MULT 0.00536871 | loss 3.120921 | avg3 3.109829 | dt 234ms | tok/sec 560,320 | mfu 11.9% | epoch 1    
    step 0600/600 | LR_MULT 0 | loss 3.073238 | avg3 3.108525 | dt 232ms | tok/sec 563,853 | mfu 12.0% | epoch 1    
    avg_loss=3.108525 | kept
  candidate 2/3 | parent_step=500 | LR_MULT=0.335544

    step 0501/1150 | LR_MULT 0.335544 | loss 3.081475 | avg3 3.081475 | dt 229ms | tok/sec 572,761 | mfu 12.2% | epoch 1    
    step 0502/1150 | LR_MULT 0.335544 | loss 3.140497 | avg3 3.110986 | dt 232ms | tok/sec 566,045 | mfu 12.1% | epoch 1    
    step 0503/1150 | LR_MULT 0.335544 | loss 3.163927 | avg3 3.128633 | dt 232ms | tok/sec 565,306 | mfu 12.0% | epoch 1    
    step 0504/1150 | LR_MULT 0.335544 | loss 3.177345 | avg3 3.160590 | dt 235ms | tok/sec 558,744 | mfu 11.9% | epoch 1    
    step 0505/1150 | LR_MULT 0.335544 | loss 3.162878 | avg3 3.168050 | dt 233ms | tok/sec 561,562 | mfu 12.0% | epoch 1    
    step 0506/1150 | LR_MULT 0.335544 | loss 3.132607 | avg3 3.157610 | dt 232ms | tok/sec 563,824 | mfu 12.0% | epoch 1    
    step 0507/1150 | LR_MULT 0.335544 | loss 3.195551 | avg3 3.163679 | dt 233ms | tok/sec 562,799 | mfu 12.0% | epoch 1    
    step 0508/1150 | LR_MULT 0.335544 | loss 3.191674 | avg3 3.173277 | dt 233ms | tok/sec 561,594 | mfu 12.0% | epoch 1    
    step 0509/1150 | LR_MULT 0.335544 | loss 3.148738 | avg3 3.178654 | dt 234ms | tok/sec 558,972 | mfu 11.9% | epoch 1    
    step 0510/1150 | LR_MULT 0.335544 | loss 3.164717 | avg3 3.168377 | dt 233ms | tok/sec 562,681 | mfu 12.0% | epoch 1    
    step 0511/1150 | LR_MULT 0.335544 | loss 3.188048 | avg3 3.167168 | dt 234ms | tok/sec 561,125 | mfu 12.0% | epoch 1    
    step 0512/1150 | LR_MULT 0.335544 | loss 3.184258 | avg3 3.179008 | dt 233ms | tok/sec 563,421 | mfu 12.0% | epoch 1    
    step 0513/1150 | LR_MULT 0.335544 | loss 3.209269 | avg3 3.193858 | dt 236ms | tok/sec 554,225 | mfu 11.8% | epoch 1    
    step 0514/1150 | LR_MULT 0.335544 | loss 3.097927 | avg3 3.163818 | dt 235ms | tok/sec 558,170 | mfu 11.9% | epoch 1    
    step 0515/1150 | LR_MULT 0.335544 | loss 3.254569 | avg3 3.187255 | dt 232ms | tok/sec 565,754 | mfu 12.1% | epoch 1    
    step 0516/1150 | LR_MULT 0.335544 | loss 3.141158 | avg3 3.164551 | dt 234ms | tok/sec 560,118 | mfu 11.9% | epoch 1    
    step 0517/1150 | LR_MULT 0.335544 | loss 3.101098 | avg3 3.165608 | dt 233ms | tok/sec 561,753 | mfu 12.0% | epoch 1    
    step 0518/1150 | LR_MULT 0.335544 | loss 3.040186 | avg3 3.094147 | dt 236ms | tok/sec 555,122 | mfu 11.8% | epoch 1    
    step 0519/1150 | LR_MULT 0.335544 | loss 3.191474 | avg3 3.110919 | dt 233ms | tok/sec 562,072 | mfu 12.0% | epoch 1    
    step 0520/1150 | LR_MULT 0.335544 | loss 3.220150 | avg3 3.150603 | dt 235ms | tok/sec 558,408 | mfu 11.9% | epoch 1    
    step 0521/1150 | LR_MULT 0.335544 | loss 3.070656 | avg3 3.160760 | dt 233ms | tok/sec 562,723 | mfu 12.0% | epoch 1    
    step 0522/1150 | LR_MULT 0.335544 | loss 3.172168 | avg3 3.154325 | dt 232ms | tok/sec 565,000 | mfu 12.0% | epoch 1    
    step 0523/1150 | LR_MULT 0.335544 | loss 3.190986 | avg3 3.144603 | dt 234ms | tok/sec 560,223 | mfu 11.9% | epoch 1    
    step 0524/1150 | LR_MULT 0.335544 | loss 3.143711 | avg3 3.168955 | dt 234ms | tok/sec 559,114 | mfu 11.9% | epoch 1    
    step 0525/1150 | LR_MULT 0.335544 | loss 3.117057 | avg3 3.150585 | dt 234ms | tok/sec 560,228 | mfu 11.9% | epoch 1    
    step 0526/1150 | LR_MULT 0.335544 | loss 3.178949 | avg3 3.146573 | dt 232ms | tok/sec 565,347 | mfu 12.0% | epoch 1    
    step 0527/1150 | LR_MULT 0.335544 | loss 3.106958 | avg3 3.134322 | dt 234ms | tok/sec 559,111 | mfu 11.9% | epoch 1    
    step 0528/1150 | LR_MULT 0.335544 | loss 3.135434 | avg3 3.140447 | dt 233ms | tok/sec 562,194 | mfu 12.0% | epoch 1    
    step 0529/1150 | LR_MULT 0.335544 | loss 3.171675 | avg3 3.138022 | dt 234ms | tok/sec 559,886 | mfu 11.9% | epoch 1    
    step 0530/1150 | LR_MULT 0.335544 | loss 3.065939 | avg3 3.124349 | dt 232ms | tok/sec 565,505 | mfu 12.0% | epoch 1    
    step 0531/1150 | LR_MULT 0.335544 | loss 3.130094 | avg3 3.122569 | dt 235ms | tok/sec 556,932 | mfu 11.9% | epoch 1    
    step 0532/1150 | LR_MULT 0.335544 | loss 3.219908 | avg3 3.138647 | dt 234ms | tok/sec 559,583 | mfu 11.9% | epoch 1    
    step 0533/1150 | LR_MULT 0.335544 | loss 3.107712 | avg3 3.152572 | dt 233ms | tok/sec 561,589 | mfu 12.0% | epoch 1    
    step 0534/1150 | LR_MULT 0.335544 | loss 3.187071 | avg3 3.171564 | dt 233ms | tok/sec 563,511 | mfu 12.0% | epoch 1    
    step 0535/1150 | LR_MULT 0.335544 | loss 3.121542 | avg3 3.138775 | dt 233ms | tok/sec 562,315 | mfu 12.0% | epoch 1    
    step 0536/1150 | LR_MULT 0.335544 | loss 3.083520 | avg3 3.130711 | dt 235ms | tok/sec 558,383 | mfu 11.9% | epoch 1    
    step 0537/1150 | LR_MULT 0.335544 | loss 3.145731 | avg3 3.116931 | dt 233ms | tok/sec 561,855 | mfu 12.0% | epoch 1    
    step 0538/1150 | LR_MULT 0.335544 | loss 3.194401 | avg3 3.141217 | dt 235ms | tok/sec 557,470 | mfu 11.9% | epoch 1    
    step 0539/1150 | LR_MULT 0.335544 | loss 3.155372 | avg3 3.165168 | dt 232ms | tok/sec 565,836 | mfu 12.1% | epoch 1    
    step 0540/1150 | LR_MULT 0.335544 | loss 3.158809 | avg3 3.169527 | dt 236ms | tok/sec 556,332 | mfu 11.9% | epoch 1    
    step 0541/1150 | LR_MULT 0.335544 | loss 3.184496 | avg3 3.166226 | dt 234ms | tok/sec 559,081 | mfu 11.9% | epoch 1    
    step 0542/1150 | LR_MULT 0.335544 | loss 3.133353 | avg3 3.158886 | dt 234ms | tok/sec 559,766 | mfu 11.9% | epoch 1    
    step 0543/1150 | LR_MULT 0.335544 | loss 3.174752 | avg3 3.164200 | dt 234ms | tok/sec 560,533 | mfu 11.9% | epoch 1    
